text,label,category
Stone Island Junior,0,Not Dark Pattern
ONLY 1 LEFT!,1,Scarcity
 Sustainably made,0,Not Dark Pattern
Bob's For Business,0,Not Dark Pattern
"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box.",1,Misdirection
Boys Green School Uniforms,0,Not Dark Pattern
 Show Password ,0,Not Dark Pattern
Pay Securely with Trespass,0,Not Dark Pattern
Limited Stock!,1,Scarcity
 adidas Originals Stan Smith ,0,Not Dark Pattern
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",1,Urgency
 Functional Marketing Cookies,0,Not Dark Pattern
Limited Time Offers,1,Urgency
Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,1,Social Proof
436 users are currently active on our website Just now,1,Social Proof
"Exposed Membership (recurring subscription) and Cancellations  If You order with Exposed Membership, you are selecting a recurring billing subscription, where You will receive a new kit approximately every 60 days. You are able to cancel by contacting Exposed customer care at 1-866-404-7656, 8am â€“ 4pm Pacific Time, M-F.  If You are part of our Monthly installment program, You will be billed in two monthly installments for each acne kit shipped. Each kit will be shipped every two months unless your membership is canceled. To cancel Your Exposed Membership, You must: 1. first pay in full for all kits that have been shipped 2. and, then contact Exposed customer care at 1-866-404-7656 8am â€“ 4pm Pacific Time, M-F to process Your cancellation.",1,Obstruction
Sale Coats and Jackets,0,Not Dark Pattern
Shop By Brands,0,Not Dark Pattern
Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,1,Misdirection
ROAD CLOTHING,0,Not Dark Pattern
"No thanks, I don't want to build one.. I'd rather kick rocks!",1,Misdirection
 Menstrual Products ,0,Not Dark Pattern
4 SEATS LEFT,1,Scarcity
Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,1,Social Proof
Shoes & Clothing,0,Not Dark Pattern
Imported,0,Not Dark Pattern
Will sell out fast!,1,Scarcity
Get it fast! 14 added to bag today,1,Social Proof
Herbaceous oil rich in anti-aging polyphenols.,0,Not Dark Pattern
HURRY! LESS THAN 129 LEFT.,1,Scarcity
"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",1,Social Proof
Only 3 left in stock,1,Scarcity
We only have 5 left!,1,Scarcity
"Nah, I like paying full price",1,Misdirection
2 people have looked at this in the last couple of hrs.,1,Social Proof
Real time 30 Visitor right now,1,Social Proof
Drawstring Backpacks,0,Not Dark Pattern
Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!,1,Scarcity
"No thanks, I don't like getting free stuff.",1,Misdirection
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,1,Social Proof
HURRY! ONLY 2 LEFT!,1,Scarcity
Less than 7 left!,1,Scarcity
BOTTLES LEFT 3,1,Scarcity
Items reserved for 15:00,1,Urgency
ONLY 4 LEFT!,1,Scarcity
-90% discount if you order within 9:55:44,1,Urgency
 Latest looks from Myleene Klass Shop now ,0,Not Dark Pattern
Only 9 left in stock,1,Scarcity
ADD FOR BETTER RESULTS,1,Misdirection
 Affiliate ,0,Not Dark Pattern
Auto Delivery Program,0,Not Dark Pattern
Save $148.98AUD â€“ 49% Off,1,Misdirection
Low Stock â€“ Selling Fast,1,Scarcity
2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,1,Social Proof
Only 6 left,1,Scarcity
Pro Boost Treatments,0,Not Dark Pattern
Baby Nursing & Feeding,0,Not Dark Pattern
4 bought in the last 24 hours.,1,Social Proof
We're offline,0,Not Dark Pattern
12 customers viewed this product today!,1,Social Proof
 Gemstone softwares ,0,Not Dark Pattern
Graphic Tanks,0,Not Dark Pattern
LOW STOCK (ONLY 10 LEFT!),1,Scarcity
"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",1,Social Proof
 V-neck Printed Loose Short-sleeved T-shirt ,0,Not Dark Pattern
Limited Time Only Â· Online Only,1,Urgency
 Teething Remedies ,0,Not Dark Pattern
Partnerships,0,Not Dark Pattern
Accord remotes,0,Not Dark Pattern
72 Viewing This Product,1,Social Proof
Something went wrong. Please try again,0,Not Dark Pattern
 Coloured Pencils ,0,Not Dark Pattern
Only 1 left in stock!,1,Scarcity
Only 9 units left in stock online.,1,Scarcity
Feeding Nightwear,0,Not Dark Pattern
 Gift Card FAQs ,0,Not Dark Pattern
Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,1,Social Proof
Ducted Vacuum Cleaners,0,Not Dark Pattern
Work Solid Simple Crew Neck Half Sleeve Top,0,Not Dark Pattern
"No thank you, I prefer to pay for shipping.",1,Misdirection
White Plus Size Clothing,0,Not Dark Pattern
"No thanks, I don't like exclusive offers",1,Misdirection
273 units sold in the last 30 days,1,Social Proof
"No thanks, I'll just pay full price.",1,Misdirection
"No, I'd rather do it the hard way...",1,Misdirection
User interface customization persistent cookies are used to store a userâ€™s preference regarding a service. Please note that these cookies are exempt from consent.,0,Not Dark Pattern
"After getting my jersey on Monday, I am hooked on CoolHockey. I will surely be buying from CoolHockey from now on.",0,Not Dark Pattern
Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,1,Misdirection
Other 2 customers have it in their cart.,1,Social Proof
Elegant A Line Chiffon V-neck Long Sleeve Bridesmaid Dress with Pleats and Ruching,0,Not Dark Pattern
White Camo Windbreaker - Rock N' Roll,0,Not Dark Pattern
xB Remotes,0,Not Dark Pattern
 Football Boots ,0,Not Dark Pattern
Selling fast! Add to bag 7 times in the last 48 hours.,1,Social Proof
Only 2 items left,1,Scarcity
"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",1,Social Proof
"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",1,Social Proof
Lifestyle / Music,0,Not Dark Pattern
Only 1 unit left in stock,1,Scarcity
LOW IN STOCK!! GET YOURS NOW,1,Scarcity
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",1,Social Proof
High Arches,0,Not Dark Pattern
Contract free,0,Not Dark Pattern
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",1,Social Proof
Your order is prioritized for 13:22 minutes!,1,Urgency
How Do I Rinse Off My Overnight Hair Oil Treatment?,0,Not Dark Pattern
Black Jewelry,0,Not Dark Pattern
Cart will expire in 08:19 minutes!,1,Urgency
Time remaining: 04:50,1,Urgency
00:44:56,1,Urgency
 Watches & Accessories ,0,Not Dark Pattern
"No thanks, I don't like free stuff",1,Misdirection
DAYS HRS MINS SECS,1,Urgency
"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo",1,Urgency
Limited time offer.,1,Urgency
3 left,1,Scarcity
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,1,Social Proof
Limited Time Remaining!,1,Urgency
I WANT TO PAY MORE LATER ;),1,Misdirection
Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,1,Urgency
Back by Demand,0,Not Dark Pattern
"ONLY 5 LEFT, HURRY!",1,Scarcity
Functional Cookies,0,Not Dark Pattern
Flash Sale ends in SHOP NOW  ,1,Urgency
" Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be your 'do anything' commuter. ",0,Not Dark Pattern
Performance Cookies,0,Not Dark Pattern
I am very pleased with the service I received.,0,Not Dark Pattern
7 customers have this in their basket,1,Social Proof
"Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!",1,Social Proof
Hurry! Only 9 left in stock.,1,Scarcity
 shop by trend ,0,Not Dark Pattern
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!,1,Urgency
Delivery & support,0,Not Dark Pattern
SHOP TRIATHLON,0,Not Dark Pattern
The product you requested is not available in the selected country,0,Not Dark Pattern
"No thanks, I don't like winning",1,Misdirection
"You choose: just one box, or a  Madison Reed Membership?",1,Misdirection
Baby Cross Stitch & Embroidery Patterns,0,Not Dark Pattern
HHR remotes,0,Not Dark Pattern
"No, I Don't Like Discounts",1,Misdirection
LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,1,Urgency
$69.50 For A Limited Time Details,1,Urgency
 Accessibility statement ,0,Not Dark Pattern
Hurry! Only 1 Left In Stock,1,Scarcity
"2,221 people have purchased this item",1,Social Proof
"No, thanks. I'd prefer not to save.",1,Misdirection
SAVE $200 OFF PUFFY,1,Urgency
 Data Processor Privacy Policy: https://triplelift.com/privacy ,0,Not Dark Pattern
"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",1,Social Proof
1 item left,1,Scarcity
Order without free membership $69.95,1,Misdirection
" This product can expose you to chemicals including Hexavalent which is known to the State of California to cause cancer on birth defects or other reproductive harm. For more information, visit ",0,Not Dark Pattern
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",1,Social Proof
Only 5 left!,1,Scarcity
 Brushes ,0,Not Dark Pattern
"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",1,Social Proof
 Data Processor Privacy Policy: https://casalemedia.com/ ,0,Not Dark Pattern
"No thanks, I'll still want to pay full price",1,Misdirection
Only 3 Left in Stock!,1,Scarcity
Limited time - final price reflects extra 29% off,1,Urgency
Hurry! Only 6 left in stock.,1,Scarcity
 We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more. ,0,Not Dark Pattern
 Unstitched Fabric ,0,Not Dark Pattern
 Polar Lights II ,0,Not Dark Pattern
Shop by Health Goals,0,Not Dark Pattern
"No thanks, I'm not interested",1,Misdirection
Customer also shopped for,1,Misdirection
Shop Safely And Securely,0,Not Dark Pattern
 powered by: Cookie Information ,0,Not Dark Pattern
Free Shipping & Easy Returns always! ,0,Not Dark Pattern
Combination,0,Not Dark Pattern
"No Thanks, I Don't Want To Save",1,Misdirection
QUANTITY: *ONLY 1 LEFT,1,Scarcity
6 customers have this in their basket,1,Social Proof
GCC Compliance,0,Not Dark Pattern
 Please try again ,0,Not Dark Pattern
How Do Our Crystals Looks in Real Life?,0,Not Dark Pattern
"No thanks, I want to pay full price",1,Misdirection
commonpandacom@commonpandacom,0,Not Dark Pattern
"Yes, I Want To Save Money!No Thanks",1,Misdirection
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,1,Urgency
"ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.",1,Obstruction
Only 4 left in this size!,1,Scarcity
You might also like,0,Not Dark Pattern
Shop By Fabric,0,Not Dark Pattern
Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,1,Social Proof
 View all Ink categories ,0,Not Dark Pattern
 Intercoastal Performance Pant - True Navy ,0,Not Dark Pattern
"NO THANKS, I DONâ€™T WANT 15% OFF",1,Misdirection
Bike Parts & Components,0,Not Dark Pattern
ðŸ”¥ðŸ‘ï¸ 1 person is viewing this.,1,Social Proof
Estimated VAT overview,0,Not Dark Pattern
" Your company account is blocked and you cannot place orders. If you have questions, please contact your company administrator. ",0,Not Dark Pattern
Hand & Foot Skin Care,0,Not Dark Pattern
 Best Deals of the Month: April Edition ,0,Not Dark Pattern
Hurry up! Only 4 left in stock,1,Scarcity
Accent Chairs,0,Not Dark Pattern
"No thanks, I don't like to save",1,Misdirection
 Subscribe To Us Subscribe ,0,Not Dark Pattern
Customers also bought,1,Misdirection
407 customers have viewed this item recently,1,Social Proof
Only 1 item(s) left in stock,1,Scarcity
 Kyanite Beads ,0,Not Dark Pattern
"No, I don't want great deals.",1,Misdirection
I have a strong liking to walnut. Even the sapwood can look very presentable when finished good. Thus cutting board is a great item for use and conversation and looks good. ,0,Not Dark Pattern
Holland Cooper,0,Not Dark Pattern
Recovery Best Sellers,0,Not Dark Pattern
Viewed 1040 times in the last 7 days,1,Social Proof
U.S. Vape Mail Ban FAQs,0,Not Dark Pattern
ç•°æ¥­åˆä½œ Cooperation,0,Not Dark Pattern
6 people have looked at this in the last few hrs.,1,Social Proof
Limited-time Offer: Bundle a base and get 20% off,1,Misdirection
Sale Womens Clothing,0,Not Dark Pattern
Why I chose this:,0,Not Dark Pattern
TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,1,Misdirection
View Alternatives,0,Not Dark Pattern
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,1,Urgency
"Security is our top priority. Our subscription payments are powered by Stripe and ReCharge, processed in a secure PCI-compliant environment to the highest industry standards. Ketolent staff never know your credit card number.",0,Not Dark Pattern
"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",1,Social Proof
Only 22 left in stock!,1,Scarcity
ADD WORLD'S MOST COMFORTABLE CHAIRS,1,Misdirection
ONLY 3 LEFT IN STOCK!,1,Scarcity
Watch how its done,0,Not Dark Pattern
 View all Oil & Acrylic Brushes categories ,0,Not Dark Pattern
Get Personalised Health PlanGet Health Plan,0,Not Dark Pattern
Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,1,Social Proof
LESS THAN 5 LEFT!,1,Scarcity
[new-troh-pick],0,Not Dark Pattern
"ADHD Friendly Profile: this profile significantly reduces distractions and noise to help people with ADHD, and Neurodevelopmental disorders browse, read, and focus on the essential elements more easily.",0,Not Dark Pattern
Long and Tall,0,Not Dark Pattern
This offer is only VALID if you add to cart now!,1,Misdirection
"Sign up for the latest updates, products and offers",0,Not Dark Pattern
"Subscribing means you agree to receive our emails, more details please refer to ourprivacy policy.",0,Not Dark Pattern
 Shop Sale by Print ,0,Not Dark Pattern
"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",1,Urgency
Only 9 left,1,Scarcity
"Our items sell fast, don't miss out!",1,Scarcity
Your order has been reserved for,1,Urgency
Sale ends soon,1,Urgency
only 5 left in stock,1,Scarcity
135 people have this in their cart,1,Social Proof
The Hoop Destination. Discover more,0,Not Dark Pattern
Tight Bud,0,Not Dark Pattern
6 other people looking at this item,1,Social Proof
selected languageæ—¥æœ¬èªžcurrencyJPY,0,Not Dark Pattern
Great choice!,0,Not Dark Pattern
Only 1 items left,1,Scarcity
Would you like to purchase an Extended Protection Plan?,1,Misdirection
ONLY 14 LEFT AT THIS PRICE,1,Scarcity
Not sold separately,0,Not Dark Pattern
16 recently purchased it.,1,Social Proof
Plus Size Ripped Jeans,0,Not Dark Pattern
 Redirecting to Futech Deals for secure checkout... ,0,Not Dark Pattern
Football,0,Not Dark Pattern
 All Men's Brands ,0,Not Dark Pattern
*Freight/Higher Freight charges may apply to some areas. Click here to view Shipping Policy,0,Not Dark Pattern
Long Sleeves Nightwear,0,Not Dark Pattern
"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",1,Social Proof
 Hairy Chest T-Shirt And Shorts Combo ,0,Not Dark Pattern
Covered all grays,0,Not Dark Pattern
7 sold in the last 48 hours,1,Social Proof
 Menthol Flavors ,0,Not Dark Pattern
"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",1,Social Proof
FLASH 19:15:22,1,Urgency
"Only available for a LIMITED TIME, so get yours TODAY!",1,Urgency
2 in stock,1,Scarcity
Oxfords & Loafers,0,Not Dark Pattern
Only 9 items left!,1,Scarcity
Reloading & Ammunition,0,Not Dark Pattern
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,1,Social Proof
"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",1,Social Proof
"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",1,Social Proof
Read More ,0,Not Dark Pattern
"Ketolent subscriptions have no long term contracts. Pause, cancel, or change at any time. Want to swap Vanilla for Chocolate, or set up to renew every 3 weeks? No problem! Send us an email to help@ketolent.com and we'll make the change for you.",1,Obstruction
